epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
21,86.7477,1.55976,1.87085,4.46107,0.01105,1.48711,0.80698,0.27044,0.39911,0.19639,0.89814,0.28493,0.46846,0.23116,1.53758,2.08101,2.73819,0.02932,0,0.00133132,0.00133132,0.00133132
22,90.1364,1.44098,2.03584,4.36067,0.00952,1.58751,0.91934,0.36827,0.5277,0.36586,0.91934,0.36827,0.52749,0.25721,1.26097,3.55448,2.45319,0.01652,0,0.00137825,0.00137825,0.00137825
23,93.5863,1.73748,1.9475,3.97926,0.0113,1.44907,1,0.41856,0.50696,0.23756,1,0.41856,0.50729,0.29031,1.97069,3.58932,2.4082,0.0504,0,0.0014236,0.0014236,0.0014236
24,96.9819,1.39984,1.77273,3.43598,0.01234,1.60341,0.91819,0.36253,0.48392,0.3812,0.91819,0.36253,0.4846,0.38037,1.28004,2.85544,2.10515,0.02008,0,0.00146737,0.00146737,0.00146737
25,100.352,1.47714,1.96293,3.24316,0.01292,1.74957,0.97021,0.32258,0.47139,0.34415,0.93748,0.29032,0.43227,0.31127,1.36377,2.59884,1.69368,0.02072,0,0.00150955,0.00150955,0.00150955
26,103.793,1.65347,2.20842,3.21008,0.01267,1.69978,0.96766,0.25806,0.368,0.17141,0.84601,0.22581,0.2981,0.16786,1.76689,3.73524,2.10932,0.03642,0,0.001505,0.001505,0.001505
27,107.102,1.50138,2.31752,3.27495,0.01276,1.86418,0.85766,0.3871,0.51774,0.23277,0.85766,0.3871,0.53589,0.40762,2.13367,2.32487,1.8238,0.05187,0,0.0014852,0.0014852,0.0014852
28,110.494,1.57348,1.75789,2.73244,0.01307,1.31866,0.61876,0.45161,0.48687,0.18607,0.66576,0.48387,0.53134,0.3857,2.36995,2.20896,1.99073,0.0517,0,0.0014654,0.0014654,0.0014654
29,113.778,1.70327,1.92576,3.17376,0.01798,1.98014,0.67257,0.29032,0.3352,0.23273,0.67257,0.29032,0.36905,0.25474,1.73549,2.10423,2.2917,0.03313,0,0.0014456,0.0014456,0.0014456
30,116.982,1.64777,2.16875,2.40842,0.01376,1.29382,0.89735,0.28262,0.34409,0.1687,1,0.3142,0.37422,0.19245,1.99744,4.21046,2.21645,0.04335,0,0.0014258,0.0014258,0.0014258
31,120.199,1.6309,2.23713,2.64297,0.01513,1.63093,0.47476,0.32258,0.31169,0.10161,0.45409,0.40278,0.38014,0.15781,2.29381,2.20385,2.28323,0.05888,0,0.001406,0.001406,0.001406
32,123.45,1.4968,1.83575,2.1644,0.01167,1.29691,0.05537,0.06452,0.04113,0.0092,0.05003,0.09677,0.03839,0.01264,2.72429,4.05608,3.17461,0.06514,0,0.0013862,0.0013862,0.0013862
33,126.734,1.69192,2.22415,2.15671,0.01111,1.30975,0.69149,0.48387,0.50253,0.25255,0.7532,0.49254,0.56575,0.28501,1.7199,2.59722,1.71344,0.03633,0,0.0013664,0.0013664,0.0013664
34,130.072,1.59477,2.02482,2.18155,0.01228,1.8862,0.8065,0.40386,0.51655,0.30698,0.87339,0.45161,0.56461,0.37342,1.65013,2.53479,1.31143,0.03275,0,0.0013466,0.0013466,0.0013466
35,133.372,1.47007,1.93539,1.97943,0.0142,1.35479,0.58128,0.29032,0.31555,0.10704,0.77981,0.3871,0.48196,0.15707,1.9692,2.1839,2.22089,0.04024,0,0.0013268,0.0013268,0.0013268
36,136.734,1.37699,1.64658,1.85134,0.00953,1.81869,0.37129,0.41911,0.22023,0.06341,0.41838,0.46432,0.34004,0.09325,2.20347,1.89379,2.41459,0.05516,0,0.001307,0.001307,0.001307
37,139.908,1.51793,2.10482,2.08413,0.01052,1.28698,0.77803,0.3398,0.47408,0.22858,0.77803,0.3398,0.47133,0.25679,1.82156,1.80842,1.50789,0.03723,0,0.0012872,0.0012872,0.0012872
38,143.201,1.38465,1.7231,2.70412,0.01107,1.3267,0.91876,0.48387,0.61409,0.40949,0.93275,0.48387,0.58527,0.43196,1.46811,1.87076,1.16332,0.02162,0,0.0012674,0.0012674,0.0012674
39,146.704,1.53573,1.78843,2.51271,0.01323,1.84571,0.87596,0.45581,0.53735,0.36035,0.87596,0.45581,0.53796,0.38449,1.37685,2.01424,1.50648,0.02123,0,0.0012476,0.0012476,0.0012476
40,149.986,1.61396,1.99159,1.85317,0.01106,1.54833,0.94394,0.54343,0.58414,0.4014,0.94394,0.54343,0.58414,0.47398,1.44853,2.02162,1.21469,0.02147,0,0.0012278,0.0012278,0.0012278
41,153.254,1.73683,2.12659,1.95797,0.01148,1.2711,0.92668,0.51613,0.60695,0.45424,0.92668,0.51613,0.60969,0.47542,1.22298,2.01522,0.87986,0.01391,0,0.001208,0.001208,0.001208
42,156.696,1.58091,2.24164,1.91865,0.00929,1.00708,0.78549,0.59091,0.62532,0.37562,0.78795,0.59967,0.63605,0.45445,1.78288,2.00551,1.05149,0.03679,0,0.0011882,0.0011882,0.0011882
43,159.922,1.46428,1.93476,2.7461,0.01061,1.48613,0.73181,0.6129,0.60162,0.35297,0.69236,0.58065,0.57266,0.45244,1.71282,1.98162,1.04275,0.03195,0,0.0011684,0.0011684,0.0011684
44,163.141,1.38493,1.74454,1.65369,0.01073,1.26773,0.80702,0.51613,0.57342,0.34587,0.80702,0.51613,0.5881,0.42704,1.68924,2.01046,1.05186,0.03245,0,0.0011486,0.0011486,0.0011486
45,166.378,1.44492,2.92658,1.58047,0.00923,1.18852,0.88384,0.64516,0.65827,0.43658,0.88384,0.64516,0.65641,0.49392,1.46566,2.07258,0.83243,0.01921,0,0.0011288,0.0011288,0.0011288
46,169.654,1.43716,1.368,1.44792,0.01104,1.64609,0.89934,0.57659,0.63211,0.4759,0.89934,0.57659,0.65133,0.51091,1.26138,1.9801,0.71317,0.01544,0,0.001109,0.001109,0.001109
47,173.339,1.3514,1.89345,1.69023,0.00975,1.2992,0.81472,0.6129,0.61982,0.41893,0.81472,0.6129,0.61815,0.48921,1.53228,2.02847,0.81146,0.0227,0,0.0010892,0.0010892,0.0010892
48,177.323,1.38582,2.17543,1.68034,0.01097,1.29918,0.94781,0.58604,0.65403,0.38759,0.94781,0.58604,0.64785,0.47975,1.80657,2.06706,0.90293,0.02949,0,0.0010694,0.0010694,0.0010694
49,181.023,1.48801,1.83027,1.56441,0.01057,1.76886,0.90815,0.48387,0.58944,0.38522,0.90815,0.48387,0.59096,0.47637,1.64642,1.91406,1.00166,0.02465,0,0.0010496,0.0010496,0.0010496
50,184.332,1.71898,2.41687,1.76001,0.01309,1.34361,0.74024,0.6129,0.62831,0.43717,0.74024,0.6129,0.62664,0.50075,1.45448,1.76218,0.94902,0.02324,0,0.0010298,0.0010298,0.0010298
51,187.612,1.54347,2.0018,1.5615,0.01015,1.25519,0.88102,0.58065,0.61975,0.4646,0.88102,0.58065,0.64155,0.55598,1.32649,1.71772,0.95619,0.01673,0,0.00101,0.00101,0.00101
52,190.933,1.52657,2.31351,1.59581,0.0115,1.39718,0.86299,0.60971,0.65023,0.48146,0.86299,0.60971,0.64592,0.4859,1.26605,1.64978,0.85265,0.01456,0,0.0009902,0.0009902,0.0009902
53,194.187,1.47981,1.79486,1.56931,0.00943,1.24774,0.84272,0.6129,0.62367,0.4631,0.84272,0.6129,0.63777,0.48556,1.33678,1.51564,0.85235,0.0158,0,0.0009704,0.0009704,0.0009704
54,197.461,1.67788,2.11356,1.80007,0.01038,1.1859,0.93733,0.6129,0.63289,0.47977,0.93733,0.6129,0.66674,0.51448,1.26528,1.61897,0.82996,0.01871,0,0.0009506,0.0009506,0.0009506
55,200.761,1.5164,1.85208,1.44696,0.0093,1.08227,0.94984,0.6129,0.63425,0.45767,0.94984,0.6129,0.6697,0.51994,1.30526,1.61525,0.92623,0.01981,0,0.0009308,0.0009308,0.0009308
56,204.185,1.28795,1.68298,1.9147,0.00954,1.48007,0.92575,0.6129,0.63735,0.49997,0.92575,0.6129,0.65866,0.54434,1.14028,1.55493,0.80246,0.01548,0,0.000911,0.000911,0.000911
57,207.568,1.21773,1.61621,1.4121,0.00881,1.53291,0.8632,0.61075,0.62184,0.49722,0.8632,0.61075,0.65895,0.52756,1.12059,1.65939,0.82335,0.01425,0,0.0008912,0.0008912,0.0008912
58,210.859,1.29483,1.95019,1.5147,0.00784,1.54188,0.88981,0.6129,0.6383,0.5086,0.88981,0.6129,0.67762,0.53067,1.17983,1.5787,0.77778,0.01837,0,0.0008714,0.0008714,0.0008714
59,214.21,1.52038,1.7854,1.47276,0.01046,1.56282,0.75224,0.58788,0.62837,0.47144,0.75224,0.58788,0.64038,0.4977,1.15209,1.3942,0.8473,0.02154,0,0.0008516,0.0008516,0.0008516
60,217.504,1.36646,1.87842,1.40432,0.00851,1.2192,0.83429,0.58065,0.63249,0.52005,0.83429,0.58065,0.63705,0.51948,0.91847,1.42401,0.70026,0.00924,0,0.0008318,0.0008318,0.0008318
61,220.822,1.25977,1.99673,1.37804,0.00842,1.24862,0.66983,0.6129,0.61236,0.46406,0.66983,0.6129,0.61101,0.50249,1.08143,1.36881,0.80069,0.01672,0,0.000812,0.000812,0.000812
62,224.157,1.40424,1.56105,1.42791,0.01027,1.24335,0.83949,0.54839,0.61857,0.50713,0.83949,0.54839,0.62617,0.52964,1.04238,1.47594,0.74642,0.01139,0,0.0007922,0.0007922,0.0007922
63,227.482,1.12652,1.73684,1.25454,0.00723,1.29294,0.77136,0.6129,0.62388,0.47232,0.77136,0.6129,0.62523,0.51818,1.16238,1.19739,0.80492,0.01786,0,0.0007724,0.0007724,0.0007724
64,230.809,1.09852,1.30333,1.52203,0.00808,1.27322,0.89803,0.56854,0.608,0.4748,0.89803,0.56854,0.61289,0.49202,1.10108,1.16799,0.78825,0.0142,0,0.0007526,0.0007526,0.0007526
65,234.17,1.13287,1.67779,1.24793,0.00779,1.39179,0.86216,0.60557,0.61596,0.51804,0.86216,0.60557,0.61973,0.53592,0.90472,1.44464,0.68973,0.00852,0,0.0007328,0.0007328,0.0007328
66,237.485,1.68267,2.05185,1.99047,0.01097,1.56234,0.87068,0.6129,0.6277,0.50714,0.87068,0.6129,0.63197,0.52884,1.10364,1.55924,0.65224,0.01474,0,0.000713,0.000713,0.000713
67,240.862,1.23812,2.26551,1.1883,0.00746,1.18006,0.92302,0.51613,0.60641,0.5039,0.92302,0.51613,0.61239,0.54299,1.01133,1.64096,0.74447,0.0101,0,0.0006932,0.0006932,0.0006932
68,244.25,1.28227,2.04181,1.27734,0.00678,0.96179,0.82228,0.59738,0.63523,0.4883,0.82228,0.59738,0.62659,0.56938,1.1227,1.63472,0.69796,0.01586,0,0.0006734,0.0006734,0.0006734
69,247.577,1.22741,1.80923,1.29826,0.00811,1.63797,0.85763,0.64516,0.65839,0.51196,0.85763,0.64516,0.64569,0.54269,1.09566,1.58195,0.59181,0.01262,0,0.0006536,0.0006536,0.0006536
70,250.932,1.40753,1.81684,1.30284,0.00888,1.02914,0.84305,0.64516,0.66336,0.51411,0.84305,0.64516,0.64525,0.52947,1.10491,1.66347,0.56435,0.01407,0,0.0006338,0.0006338,0.0006338
71,254.423,1.17685,1.44967,1.12397,0.00732,0.88094,0.82279,0.64516,0.66179,0.51056,0.82279,0.64516,0.64412,0.55776,1.14507,1.68186,0.61265,0.01218,0,0.000614,0.000614,0.000614
72,257.827,1.17989,1.29171,1.18434,0.00727,0.8463,0.92043,0.64516,0.67161,0.55262,0.92043,0.64516,0.65092,0.55385,1.01067,1.69344,0.61995,0.00944,0,0.0005942,0.0005942,0.0005942
73,261.177,1.0471,1.22039,1.12057,0.00642,0.99406,0.80513,0.66666,0.64047,0.52023,0.83072,0.63354,0.62709,0.55496,1.0071,1.77559,0.69167,0.00912,0,0.0005744,0.0005744,0.0005744
74,264.516,1.40657,1.91363,1.25663,0.00743,1.05422,0.81448,0.64516,0.63875,0.5428,0.83643,0.58065,0.6193,0.53649,0.92205,1.5022,0.68856,0.00771,0,0.0005546,0.0005546,0.0005546
75,267.816,1.19341,1.84641,1.19214,0.0075,1.36068,0.81455,0.64516,0.6405,0.53299,0.77788,0.6129,0.61802,0.54016,0.97867,1.47219,0.73682,0.0101,0,0.0005348,0.0005348,0.0005348
76,271.261,1.13821,1.52984,1.12462,0.00643,1.08137,0.83221,0.64015,0.64727,0.5337,0.80714,0.6129,0.62511,0.55755,1.01728,1.7033,0.70634,0.00911,0,0.000515,0.000515,0.000515
77,274.76,1.18298,1.38084,1.18807,0.00835,1.19402,0.83635,0.6129,0.65588,0.54723,0.85264,0.6129,0.64646,0.56479,0.98967,1.76183,0.6305,0.00956,0,0.0004952,0.0004952,0.0004952
78,278.096,1.15334,1.87522,1.12288,0.00634,1.15682,0.86284,0.60895,0.64839,0.52986,0.86284,0.60895,0.64512,0.55552,0.97448,1.75942,0.63502,0.00908,0,0.0004754,0.0004754,0.0004754
79,281.346,1.05702,1.52824,1.2065,0.0055,1.43353,0.86456,0.61795,0.65356,0.53472,0.86456,0.61795,0.64742,0.54501,0.99418,1.70767,0.60372,0.00876,0,0.0004556,0.0004556,0.0004556
80,284.704,1.34578,1.78049,1.3927,0.00652,1.05194,0.81567,0.6129,0.62935,0.51176,0.81567,0.6129,0.62545,0.50134,0.9772,1.64547,0.69151,0.00929,0,0.0004358,0.0004358,0.0004358
81,288.083,1.24857,1.54474,1.19985,0.00662,1.00998,0.85496,0.6129,0.63312,0.49606,0.85496,0.6129,0.6334,0.48138,1.08637,1.39021,0.77273,0.01002,0,0.000416,0.000416,0.000416
82,291.38,1.11029,1.3371,1.06616,0.00812,1.07996,0.94718,0.6129,0.64162,0.49745,0.94718,0.6129,0.63981,0.48071,1.04799,1.48183,0.79986,0.01012,0,0.0003962,0.0003962,0.0003962
83,294.639,1.37339,2.00357,1.16463,0.00757,1.19836,0.79688,0.6129,0.63147,0.50658,0.79688,0.6129,0.63683,0.52097,0.99654,1.55031,0.7539,0.01004,0,0.0003764,0.0003764,0.0003764
84,298.116,1.13065,1.48999,1.24447,0.00785,0.999,0.76161,0.61852,0.62722,0.50825,0.78529,0.59019,0.63029,0.51772,0.94562,1.51109,0.72294,0.00943,0,0.0003566,0.0003566,0.0003566
85,302.476,1.03989,1.65753,1.05771,0.00624,1.10122,0.78992,0.60669,0.62771,0.51434,0.78992,0.60669,0.62988,0.52359,0.98927,1.45321,0.71384,0.01005,0,0.0003368,0.0003368,0.0003368
86,306.662,1.11051,1.42569,1.18317,0.00707,1.12236,0.78949,0.6129,0.629,0.51656,0.78949,0.6129,0.61026,0.52301,0.96678,1.3743,0.64891,0.00925,0,0.000317,0.000317,0.000317
87,310.085,1.07379,1.28743,1.13896,0.00609,1.02422,0.82132,0.6129,0.62719,0.52616,0.82132,0.6129,0.62471,0.53461,0.91394,1.2908,0.65358,0.00754,0,0.0002972,0.0002972,0.0002972
88,313.501,1.10141,1.12869,1.2029,0.00586,1.05552,0.79115,0.6129,0.62266,0.51735,0.79115,0.6129,0.62331,0.54055,0.95833,1.29199,0.68507,0.01002,0,0.0002774,0.0002774,0.0002774
89,316.901,1.19957,1.49545,1.1189,0.00632,0.94661,0.82582,0.61181,0.63298,0.51843,0.82582,0.61181,0.63128,0.52292,0.93539,1.29586,0.64523,0.00832,0,0.0002576,0.0002576,0.0002576
90,320.366,1.11452,1.25197,1.10573,0.00611,1.18507,0.82419,0.6129,0.62891,0.52763,0.82419,0.6129,0.632,0.53652,0.8793,1.29431,0.64306,0.00725,0,0.0002378,0.0002378,0.0002378
91,344.691,1.01999,1.68407,1.27108,0.0084,0.77618,0.86324,0.61096,0.64721,0.54312,0.86324,0.61096,0.64777,0.55561,0.83231,1.29621,0.63318,0.00656,0,0.000218,0.000218,0.000218
92,348.254,1.28563,1.47723,1.19322,0.00749,0.61837,0.91305,0.58065,0.65692,0.54017,0.91305,0.58065,0.65188,0.53818,0.89765,1.29853,0.65751,0.00909,0,0.0001982,0.0001982,0.0001982
93,351.647,0.7982,1.17103,1.21764,0.00541,0.52866,0.82472,0.58065,0.63106,0.52217,0.82472,0.58065,0.62593,0.52432,0.89742,1.2971,0.69026,0.00941,0,0.0001784,0.0001784,0.0001784
94,355.046,0.95586,1.33208,1.17086,0.00742,0.76688,0.75776,0.60569,0.62523,0.53409,0.75776,0.60569,0.61561,0.52743,0.87832,1.30346,0.71594,0.00909,0,0.0001586,0.0001586,0.0001586
95,358.442,1.21574,2.44028,1.29697,0.00724,0.66548,0.73164,0.58065,0.62412,0.52552,0.74187,0.58065,0.61436,0.53253,0.88774,1.30888,0.72265,0.01025,0,0.0001388,0.0001388,0.0001388
96,361.743,1.07234,1.40987,0.97805,0.00779,0.56679,0.89838,0.57072,0.64235,0.55432,0.89838,0.57072,0.6326,0.54616,0.80414,1.3733,0.68821,0.00627,0,0.000119,0.000119,0.000119
97,365.053,1.08209,1.44849,1.13324,0.00854,0.59925,0.79557,0.58065,0.64456,0.53414,0.79557,0.58065,0.63491,0.52755,0.91945,1.63173,0.67992,0.01078,0,9.92e-05,9.92e-05,9.92e-05
98,368.357,1.01582,1.63706,0.99933,0.00746,0.58825,0.88293,0.58065,0.64028,0.53347,0.88293,0.58065,0.63194,0.52538,0.93646,1.37154,0.66152,0.01089,0,7.94e-05,7.94e-05,7.94e-05
99,371.751,1.32303,2.16625,1.33628,0.0077,0.789,0.85069,0.58065,0.64386,0.53486,0.85069,0.58065,0.63163,0.55873,0.88976,1.37526,0.62489,0.00797,0,5.96e-05,5.96e-05,5.96e-05
100,375.105,0.98269,1.21057,1.18955,0.00684,0.83398,0.82403,0.6129,0.64318,0.5518,0.82403,0.6129,0.63152,0.56245,0.83548,1.36932,0.63526,0.00636,0,3.98e-05,3.98e-05,3.98e-05
