epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
11,28.032,1.16742,2.18594,3.59283,0.00849,0.69917,0.004,0.58065,0.47086,0.40454,0.00444,0.64516,0.47194,0.4215,1.00574,3.74562,4.59088,0.01306,0,0.00077486,0.00077486,0.00077486
12,29.5619,1.18403,2.00811,3.43675,0.0094,0.64325,0.004,0.58065,0.45515,0.41829,0.00467,0.67742,0.45585,0.42384,0.85891,2.66294,4.49187,0.00744,0,0.000837634,0.000837634,0.000837634
13,31.2672,1.12307,1.88206,3.18782,0.00813,0.62165,0.004,0.58065,0.46979,0.40482,0.00467,0.67742,0.47083,0.4434,1.00872,2.74847,4.47675,0.01379,0,0.000898824,0.000898824,0.000898824
14,32.7693,1.20796,2.11768,3.22528,0.00917,0.60563,0.00422,0.6129,0.41652,0.33385,0.00444,0.64516,0.41885,0.35921,0.96871,1.65416,4.52243,0.01169,0,0.00095843,0.00095843,0.00095843
15,34.3265,1.13065,2.10318,3.08691,0.00837,0.5356,0.00444,0.64516,0.41403,0.34385,0.00444,0.64516,0.41703,0.39304,1.01471,1.64347,4.33847,0.0155,0,0.00101645,0.00101645,0.00101645
16,35.8322,1.31025,2.3393,2.90349,0.00957,0.49387,0.02646,0.48387,0.45018,0.41555,0.02822,0.51613,0.45133,0.42739,0.88406,1.67425,4.12434,0.01009,0,0.00107289,0.00107289,0.00107289
17,37.3625,1.20833,2.10437,3.01613,0.00895,0.65275,0.6778,0.48387,0.48249,0.41629,0.6778,0.48387,0.48263,0.43728,1.0008,1.66072,4.10125,0.01217,0,0.00112774,0.00112774,0.00112774
18,39.0083,1.1705,1.93483,2.93144,0.0096,0.42743,1,0.24779,0.49013,0.40555,1,0.24779,0.49026,0.4503,1.1183,1.7518,4.01464,0.01885,0,0.00118101,0.00118101,0.00118101
19,40.5501,1.30101,2.14478,3.08261,0.00853,0.69302,0.89916,0.32258,0.47124,0.40392,0.89916,0.32258,0.47107,0.42363,0.88362,1.6663,4.11706,0.01167,0,0.0012327,0.0012327,0.0012327
20,42.066,1.1893,1.84362,2.61274,0.00791,0.49039,0.75701,0.45161,0.4988,0.42358,0.75701,0.45161,0.49882,0.44036,0.86189,1.58589,4.05358,0.00778,0,0.0012828,0.0012828,0.0012828
21,43.6207,1.32374,2.36857,2.55456,0.00884,0.38928,0.95475,0.48387,0.55123,0.45766,0.97689,0.48387,0.53369,0.485,1.03231,1.43631,3.23229,0.01304,0,0.00133132,0.00133132,0.00133132
22,45.2397,1.15952,1.6532,2.64278,0.00912,0.43502,0.91806,0.48387,0.54387,0.42898,0.91806,0.48387,0.55241,0.49456,1.17523,1.45846,3.17144,0.02184,0,0.00137825,0.00137825,0.00137825
23,46.8294,1.36135,2.09619,2.57004,0.01064,0.37167,0.69958,0.48387,0.54335,0.42612,0.72926,0.51613,0.55182,0.46871,1.0575,1.46123,3.21665,0.01242,0,0.0014236,0.0014236,0.0014236
24,48.3042,1.38677,1.74428,2.79367,0.01156,0.31697,0.78619,0.51613,0.57642,0.40277,0.8418,0.51501,0.5868,0.43241,1.31242,1.47533,3.33944,0.02427,0,0.00146737,0.00146737,0.00146737
25,49.7932,1.57165,2.16213,2.52326,0.01177,0.50592,0.83838,0.54839,0.61882,0.41442,0.84119,0.54839,0.60739,0.46923,1.30487,1.50872,3.301,0.02468,0,0.00150955,0.00150955,0.00150955
26,51.34,1.43017,1.84356,2.38273,0.01036,0.36575,0.94528,0.5576,0.62796,0.39484,0.94014,0.54839,0.60568,0.5015,1.38462,1.6555,3.06648,0.02816,0,0.001505,0.001505,0.001505
27,52.9549,1.40784,2.38661,2.43905,0.01167,0.48976,0.88446,0.51613,0.57988,0.41656,0.88446,0.51613,0.57948,0.50837,1.26682,1.69162,2.67231,0.0229,0,0.0014852,0.0014852,0.0014852
28,54.4762,1.37273,1.85918,2.53252,0.01099,0.50093,0.92681,0.51613,0.60666,0.48378,0.92681,0.51613,0.5942,0.49718,1.05201,1.67117,2.20158,0.01297,0,0.0014654,0.0014654,0.0014654
29,56.0078,1.27781,1.73595,2.19297,0.00927,0.39972,0.88802,0.51184,0.61561,0.43648,0.88802,0.51184,0.58905,0.44373,1.38748,1.5746,2.14763,0.02723,0,0.0014456,0.0014456,0.0014456
30,57.4709,1.32348,2.10667,2.20478,0.01021,0.41963,0.88529,0.49834,0.5746,0.39536,0.88529,0.49834,0.5746,0.44542,1.47206,1.62341,2.20105,0.02829,0,0.0014258,0.0014258,0.0014258
31,59.0382,1.4094,1.90387,2.21804,0.01133,0.37549,0.74214,0.54839,0.55635,0.438,0.74214,0.54839,0.55651,0.46484,1.04607,1.72391,2.08709,0.01218,0,0.001406,0.001406,0.001406
32,60.4616,1.23517,1.57931,2.08804,0.00762,0.40525,0.77891,0.54839,0.61633,0.45972,0.77891,0.54839,0.6165,0.52667,1.25455,2.01606,1.97431,0.02184,0,0.0013862,0.0013862,0.0013862
33,61.8923,1.49337,1.96548,2.23475,0.01131,0.38255,0.88439,0.51613,0.61343,0.44454,0.88439,0.51613,0.61361,0.53225,1.31241,1.99634,1.89758,0.02295,0,0.0013664,0.0013664,0.0013664
34,63.3534,1.57268,1.78449,2.07082,0.01201,0.39164,0.89623,0.51613,0.61518,0.47866,0.89623,0.51613,0.61514,0.53017,1.11883,1.97988,1.7327,0.01538,0,0.0013466,0.0013466,0.0013466
35,64.9147,1.26861,1.74187,2.12496,0.01103,0.32586,0.92679,0.54839,0.6242,0.4312,0.92679,0.54839,0.62412,0.49238,1.47575,1.88103,1.72386,0.02731,0,0.0013268,0.0013268,0.0013268
36,66.3752,1.32864,1.83383,2.00101,0.01017,0.32291,0.80364,0.52846,0.60565,0.37689,0.80364,0.52846,0.60523,0.45142,1.63793,1.8114,1.79365,0.03107,0,0.001307,0.001307,0.001307
37,67.8576,1.35043,1.64083,1.9885,0.01285,0.34978,0.82349,0.60231,0.63357,0.42119,0.77936,0.57005,0.58398,0.44564,1.38369,1.74479,1.74591,0.02367,0,0.0012872,0.0012872,0.0012872
38,69.3342,1.26511,1.88901,1.92912,0.01007,0.38871,0.72435,0.67742,0.60698,0.42,0.67235,0.64516,0.57069,0.46246,1.25987,1.73116,1.69694,0.01889,0,0.0012674,0.0012674,0.0012674
39,70.7836,1.37178,2.08274,1.92718,0.00955,0.39087,0.712,0.58065,0.58292,0.39243,0.63509,0.64516,0.548,0.45584,1.43878,1.64882,1.74352,0.02941,0,0.0012476,0.0012476,0.0012476
40,72.3395,1.29564,1.836,1.75378,0.00978,0.34659,0.7837,0.67742,0.63103,0.41274,0.74131,0.64516,0.59086,0.48313,1.45841,1.65027,1.65229,0.02708,0,0.0012278,0.0012278,0.0012278
41,73.8382,1.45597,2.42388,1.83626,0.0091,0.34908,0.82881,0.67742,0.66052,0.44853,0.78303,0.64516,0.62184,0.5126,1.30738,1.59308,1.52532,0.0196,0,0.001208,0.001208,0.001208
42,75.3041,1.43658,1.81586,1.79503,0.00938,0.41337,0.79469,0.64516,0.6545,0.45891,0.73498,0.6129,0.60124,0.50548,1.07721,1.55756,1.44539,0.01083,0,0.0011882,0.0011882,0.0011882
43,76.7699,1.34538,1.94706,1.80872,0.00971,0.29881,0.89052,0.64516,0.66564,0.47084,0.83241,0.6129,0.6158,0.51661,1.10895,1.58211,1.36163,0.01249,0,0.0011684,0.0011684,0.0011684
44,78.3497,1.29518,1.64773,1.71981,0.0083,0.37616,0.80556,0.6129,0.65652,0.4744,0.7569,0.58065,0.61759,0.49532,1.20312,1.57785,1.33456,0.01344,0,0.0011486,0.0011486,0.0011486
45,79.8726,1.31018,1.60186,1.80143,0.00965,0.34925,0.71475,0.64668,0.63664,0.44914,0.68041,0.61825,0.60011,0.49052,1.28822,1.59419,1.26185,0.01432,0,0.0011288,0.0011288,0.0011288
46,81.3361,1.32908,1.70418,1.62395,0.00986,0.29888,0.96855,0.51613,0.63326,0.46659,0.90802,0.48387,0.60505,0.52198,1.1998,1.5775,1.18837,0.01194,0,0.001109,0.001109,0.001109
47,82.8115,1.36499,1.75139,1.61513,0.00886,0.36394,0.97894,0.48387,0.62322,0.473,0.65144,0.58065,0.59542,0.50605,1.14294,1.54502,1.12463,0.01488,0,0.0010892,0.0010892,0.0010892
48,84.412,1.26074,1.5519,1.68246,0.00884,0.33179,0.67164,0.6129,0.61136,0.45129,0.63629,0.58065,0.58659,0.49026,1.21558,1.53355,1.17548,0.01936,0,0.0010694,0.0010694,0.0010694
49,85.9579,1.2424,1.55749,1.60856,0.00818,0.27833,0.77495,0.6129,0.64261,0.49288,0.73349,0.58065,0.611,0.51633,1.06781,1.5485,1.07411,0.01421,0,0.0010496,0.0010496,0.0010496
50,87.4807,1.15596,1.37658,1.51854,0.00672,0.28852,0.82039,0.58065,0.65267,0.51757,0.77481,0.54839,0.61772,0.52593,0.92308,1.59977,1.01015,0.00902,0,0.0010298,0.0010298,0.0010298
51,89.0044,1.23586,1.67466,1.46322,0.00675,0.34494,0.87157,0.65709,0.65392,0.53712,0.83081,0.63395,0.62226,0.53538,0.90397,1.58853,1.01706,0.00981,0,0.00101,0.00101,0.00101
52,90.723,1.24661,1.85285,1.60656,0.00701,0.29684,0.79671,0.63243,0.64858,0.4908,0.75605,0.60017,0.60765,0.51907,1.06494,1.63379,1.07166,0.01695,0,0.0009902,0.0009902,0.0009902
53,92.2288,1.15444,1.52949,1.5163,0.00782,0.33437,0.86006,0.6129,0.65175,0.5133,0.81479,0.58065,0.6154,0.55325,0.98862,1.67215,0.94734,0.01352,0,0.0009704,0.0009704,0.0009704
54,93.7013,1.19058,1.75527,1.43266,0.00697,0.28866,0.90058,0.6129,0.6623,0.52162,0.96587,0.54839,0.64013,0.56647,1.05579,1.66667,0.89557,0.01324,0,0.0009506,0.0009506,0.0009506
55,95.2244,1.14461,1.81881,1.4032,0.00705,0.32453,0.95392,0.58065,0.65908,0.52599,0.89521,0.54839,0.63811,0.55801,1.0299,1.67502,0.90139,0.01323,0,0.0009308,0.0009308,0.0009308
56,96.8347,1.06178,1.6837,1.38978,0.00623,0.3007,0.83099,0.6129,0.64277,0.52028,0.78283,0.58065,0.61837,0.52217,0.96931,1.65792,0.93324,0.01172,0,0.000911,0.000911,0.000911
57,98.32,1.11512,1.6094,1.40143,0.00783,0.27175,1,0.60139,0.66358,0.53357,0.94635,0.56937,0.64471,0.55403,0.97563,1.61741,0.84033,0.01052,0,0.0008912,0.0008912,0.0008912
58,99.8254,1.24243,1.63222,1.54902,0.00954,0.33649,0.87195,0.6593,0.66626,0.55797,0.83018,0.6311,0.64742,0.5836,0.89033,1.567,0.78262,0.00756,0,0.0008714,0.0008714,0.0008714
59,101.303,1.15237,1.31511,1.48939,0.00757,0.33333,0.87476,0.67599,0.66732,0.55472,0.83301,0.64373,0.63763,0.56295,0.9366,1.52064,0.78893,0.00972,0,0.0008516,0.0008516,0.0008516
60,102.817,1.19008,1.65765,1.32898,0.00704,0.27347,0.83729,0.67742,0.66524,0.51511,0.79741,0.64516,0.63094,0.54491,1.09747,1.48178,0.85013,0.01526,0,0.0008318,0.0008318,0.0008318
61,104.382,1.21414,1.655,1.49268,0.00853,0.3932,0.79597,0.6129,0.64042,0.53581,0.79597,0.6129,0.6279,0.54647,0.99522,1.43857,0.8294,0.0119,0,0.000812,0.000812,0.000812
62,105.877,1.20605,1.69208,1.32333,0.00733,0.28241,0.86119,0.58065,0.64566,0.55906,0.86119,0.58065,0.63215,0.57942,0.90158,1.44347,0.80137,0.009,0,0.0007922,0.0007922,0.0007922
63,107.342,1.17809,1.46195,1.37438,0.00643,0.29302,0.88508,0.58065,0.63308,0.52754,0.88508,0.58065,0.63062,0.58621,1.10009,1.47107,0.87456,0.01579,0,0.0007724,0.0007724,0.0007724
64,108.799,1.2523,1.9577,1.32831,0.00826,0.3622,0.89772,0.58065,0.62873,0.52131,0.89772,0.58065,0.62642,0.58485,1.10858,1.53253,0.88921,0.01555,0,0.0007526,0.0007526,0.0007526
65,110.234,1.23314,1.73662,1.33243,0.00681,0.35427,0.89955,0.5779,0.64138,0.52917,0.89955,0.5779,0.62775,0.57572,0.97253,1.53312,0.86894,0.01094,0,0.0007328,0.0007328,0.0007328
66,111.858,1.08453,1.57987,1.30278,0.00621,0.31141,0.94042,0.54839,0.63915,0.53166,0.94042,0.54839,0.62,0.5331,0.97555,1.60674,0.89601,0.01248,0,0.000713,0.000713,0.000713
67,113.325,1.0707,1.56805,1.31029,0.00606,0.22437,0.9833,0.58065,0.65872,0.53542,0.92769,0.54839,0.61987,0.52402,1.03078,1.58596,0.91896,0.01311,0,0.0006932,0.0006932,0.0006932
68,114.815,1.21232,1.67356,1.44504,0.00705,0.35238,0.97833,0.58065,0.65871,0.54614,0.92398,0.54839,0.61991,0.54411,0.93816,1.52394,0.86798,0.00914,0,0.0006734,0.0006734,0.0006734
69,116.344,1.06572,1.37486,1.25626,0.00582,0.31228,0.98871,0.58065,0.65977,0.57496,0.93241,0.54839,0.6209,0.58104,0.82711,1.5861,0.80428,0.00593,0,0.0006536,0.0006536,0.0006536
70,117.951,1.19757,1.78798,1.3791,0.00603,0.30316,0.99664,0.58065,0.6596,0.56722,0.93905,0.54839,0.63533,0.59732,0.84348,1.50705,0.76903,0.0069,0,0.0006338,0.0006338,0.0006338
71,119.425,1.16344,1.68566,1.45864,0.00663,0.29799,0.9372,0.58065,0.65855,0.56234,0.85379,0.56552,0.63478,0.57938,0.90823,1.47336,0.80268,0.00994,0,0.000614,0.000614,0.000614
72,120.898,1.07222,1.48669,1.26996,0.00543,0.31577,0.94146,0.58065,0.6562,0.53235,0.82179,0.59536,0.62079,0.5715,0.98822,1.4747,0.82386,0.01198,0,0.0005942,0.0005942,0.0005942
73,122.428,1.02407,1.655,1.20727,0.00533,0.23774,0.94159,0.58065,0.65746,0.53832,0.78886,0.6129,0.62064,0.56964,0.96537,1.47372,0.80569,0.01131,0,0.0005744,0.0005744,0.0005744
74,124.013,1.12004,1.59385,1.23856,0.00586,0.26827,0.83146,0.64516,0.66054,0.56716,0.78928,0.6129,0.62403,0.57737,0.86776,1.48487,0.76158,0.00822,0,0.0005546,0.0005546,0.0005546
75,125.504,0.97978,1.39548,1.18588,0.00456,0.24304,1,0.57671,0.66196,0.56951,0.9441,0.54494,0.62543,0.59078,0.79908,1.54881,0.73974,0.00561,0,0.0005348,0.0005348,0.0005348
76,126.983,1.00737,1.55179,1.21307,0.00532,0.26781,0.84772,0.64516,0.65742,0.56174,0.79999,0.6129,0.62148,0.58719,0.82511,1.55903,0.7525,0.00558,0,0.000515,0.000515,0.000515
77,128.485,1.09186,1.62027,1.17277,0.00612,0.32856,0.85659,0.64516,0.65929,0.56497,0.81117,0.6129,0.62364,0.5879,0.83081,1.56522,0.75939,0.00555,0,0.0004952,0.0004952,0.0004952
78,130.069,1.15236,1.88243,1.23011,0.00584,0.36827,0.86357,0.64516,0.6613,0.5664,0.8188,0.6129,0.62521,0.58966,0.85717,1.52244,0.76226,0.00659,0,0.0004754,0.0004754,0.0004754
79,131.527,1.0897,1.55171,1.22033,0.00565,0.27581,0.85527,0.64516,0.66031,0.54843,0.81203,0.6129,0.62257,0.58335,0.91506,1.53087,0.77558,0.0083,0,0.0004556,0.0004556,0.0004556
80,133.02,1.01556,1.86274,1.19345,0.00544,0.28621,0.86832,0.63841,0.66276,0.56736,0.82587,0.61203,0.62526,0.58518,0.92651,1.54841,0.73261,0.00808,0,0.0004358,0.0004358,0.0004358
81,134.459,1.21336,1.65853,1.35305,0.00604,0.27403,0.90328,0.64516,0.66498,0.5716,0.85638,0.6129,0.62695,0.58253,0.91645,1.5547,0.71272,0.00804,0,0.000416,0.000416,0.000416
82,135.965,1.00627,1.2927,1.17584,0.00566,0.23865,0.90356,0.64516,0.66624,0.5667,0.8563,0.6129,0.6316,0.58095,0.94753,1.50486,0.70326,0.01025,0,0.0003962,0.0003962,0.0003962
83,137.672,1.08045,1.42012,1.27585,0.0056,0.304,0.87839,0.64516,0.66593,0.56447,0.83447,0.6129,0.63087,0.58065,0.9659,1.51615,0.69714,0.01075,0,0.0003764,0.0003764,0.0003764
84,139.136,1.0505,1.62516,1.11632,0.00508,0.28999,0.85383,0.64516,0.66581,0.56129,0.81114,0.6129,0.63053,0.57121,0.96867,1.52959,0.68629,0.00955,0,0.0003566,0.0003566,0.0003566
85,140.648,1.04196,1.24581,1.1214,0.00581,0.34436,0.98793,0.58065,0.66597,0.56773,0.7958,0.6129,0.6306,0.57106,0.92236,1.55079,0.6648,0.00651,0,0.0003368,0.0003368,0.0003368
86,142.091,1.02522,1.4567,1.14758,0.00559,0.27723,0.98759,0.58065,0.6661,0.5592,0.78694,0.6129,0.63069,0.55504,0.96395,1.57541,0.67248,0.00866,0,0.000317,0.000317,0.000317
87,143.536,0.91103,1.26575,1.07126,0.00536,0.20916,0.94965,0.60862,0.66645,0.56001,0.89944,0.57724,0.62965,0.54689,0.98438,1.59805,0.67629,0.01035,0,0.0002972,0.0002972,0.0002972
88,145.102,1.07423,1.38537,1.12093,0.00506,0.2411,0.98571,0.58065,0.664,0.56499,0.9305,0.54839,0.62683,0.53412,0.97069,1.61026,0.67575,0.0107,0,0.0002774,0.0002774,0.0002774
89,146.564,1.04749,1.20971,1.12392,0.00458,0.23767,0.98491,0.58065,0.663,0.56383,0.92974,0.54839,0.62601,0.54343,0.96884,1.62974,0.67002,0.01025,0,0.0002576,0.0002576,0.0002576
90,147.993,1.05144,1.76974,1.09983,0.00605,0.24072,0.98387,0.58065,0.66416,0.56502,0.92876,0.54839,0.62559,0.55341,0.96942,1.65056,0.66377,0.00984,0,0.0002378,0.0002378,0.0002378
91,162.078,1.22578,1.69313,1.64862,0.00907,0.161,0.98242,0.58065,0.66407,0.56291,0.92732,0.54839,0.62741,0.56581,0.92902,1.68084,0.65383,0.00819,0,0.000218,0.000218,0.000218
92,163.65,1.1448,1.69339,1.66405,0.00665,0.15981,0.94961,0.60818,0.66634,0.56426,0.89923,0.57592,0.63019,0.57454,0.89249,1.70007,0.64321,0.00743,0,0.0001982,0.0001982,0.0001982
93,165.087,1.05513,1.30877,1.55982,0.00672,0.15917,0.98266,0.58065,0.66263,0.55286,0.92657,0.54839,0.62623,0.57149,0.94111,1.71866,0.65969,0.01036,0,0.0001784,0.0001784,0.0001784
94,166.548,1.06168,1.53637,1.54797,0.00717,0.14782,0.98257,0.58065,0.65978,0.54602,0.92548,0.54839,0.62155,0.56751,0.95009,1.73163,0.67804,0.01176,0,0.0001586,0.0001586,0.0001586
95,167.969,1.18336,1.82335,1.62132,0.00624,0.16336,0.74296,0.65289,0.6548,0.53669,0.70642,0.62118,0.61331,0.55849,0.92956,1.73893,0.7011,0.01167,0,0.0001388,0.0001388,0.0001388
96,169.44,1.2318,1.44971,1.57348,0.00754,0.1576,0.74434,0.65771,0.65315,0.54378,0.70797,0.62591,0.61197,0.55663,0.89542,1.74737,0.71995,0.01065,0,0.000119,0.000119,0.000119
97,171.018,1.21805,1.68162,1.62167,0.00738,0.15389,0.95782,0.54839,0.65293,0.54779,0.71629,0.6129,0.61109,0.55274,0.87508,1.75559,0.71379,0.00963,0,9.92e-05,9.92e-05,9.92e-05
98,172.551,1.03417,1.51791,1.54403,0.007,0.15194,0.93764,0.58065,0.65414,0.5478,0.87882,0.54839,0.61154,0.55317,0.84744,1.76165,0.70706,0.00846,0,7.94e-05,7.94e-05,7.94e-05
99,174.002,1.16592,1.30378,1.6091,0.00701,0.15061,0.92685,0.58065,0.65431,0.54825,0.87431,0.54839,0.61157,0.55392,0.82581,1.76551,0.70149,0.00735,0,5.96e-05,5.96e-05,5.96e-05
100,175.47,1.06199,1.40105,1.5294,0.00671,0.14547,0.94237,0.58065,0.6565,0.54921,0.88904,0.54839,0.6135,0.55528,0.81819,1.28175,0.70254,0.00691,0,3.98e-05,3.98e-05,3.98e-05
