epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
21,69.5541,1.10337,1.5939,2.61586,0.0076,0.52818,1,0.09018,0.55546,0.44693,1,0.09018,0.55607,0.45382,0.88564,2.90319,4.31046,0.01285,0,0.00099448,0.00099448,0.00099448
22,72.4045,1.09757,1.68218,2.41306,0.00876,0.4259,1,0.20747,0.57012,0.4365,1,0.20747,0.57012,0.45425,1.07186,2.28517,4.15141,0.01861,0,0.00102973,0.00102973,0.00102973
23,75.2534,1.1261,1.74235,2.33995,0.00903,0.39304,1,0.37039,0.59037,0.45021,1,0.37039,0.59037,0.46454,1.1208,2.05956,3.93234,0.01874,0,0.00106379,0.00106379,0.00106379
24,78.1845,1.18254,1.62304,2.29732,0.00968,0.5013,1,0.37076,0.62427,0.47746,1,0.37076,0.62427,0.47093,1.01184,2.00295,3.60796,0.01493,0,0.00109667,0.00109667,0.00109667
25,81.0784,1.27564,1.68451,2.23346,0.00941,0.44821,1,0.46298,0.62035,0.47498,1,0.46298,0.62011,0.45024,1.10443,2.35894,3.12888,0.02,0,0.00112835,0.00112835,0.00112835
26,83.8622,1.01473,1.56896,1.98501,0.00741,0.33145,0.97425,0.49206,0.60756,0.46665,0.97425,0.49206,0.60249,0.47388,0.97641,2.43894,2.58592,0.01482,0,0.00115885,0.00115885,0.00115885
27,86.7298,1.13258,1.54905,2.10477,0.00869,0.38285,0.97501,0.34921,0.58006,0.46408,0.97501,0.34921,0.57615,0.46332,0.87779,2.51396,2.52849,0.01139,0,0.00118816,0.00118816,0.00118816
28,89.5813,1.05763,1.54235,1.81971,0.00773,0.37917,1,0.4946,0.61614,0.45938,1,0.4946,0.60452,0.46178,1.17453,2.47037,2.19993,0.02066,0,0.00121628,0.00121628,0.00121628
29,92.4938,1.1273,1.54848,1.79293,0.00819,0.35527,0.9994,0.42857,0.60611,0.4715,0.9994,0.42857,0.59438,0.45479,1.11252,2.45198,2.12295,0.01975,0,0.00124322,0.00124322,0.00124322
30,95.2858,1.03967,1.49879,1.70222,0.00776,0.38393,0.93035,0.42414,0.60446,0.43458,0.93035,0.42414,0.58731,0.43328,1.20695,3.38719,2.02452,0.02413,0,0.00126896,0.00126896,0.00126896
31,98.1014,1.14369,1.77735,1.59834,0.0085,0.34475,0.9389,0.48794,0.61327,0.4497,0.9389,0.48794,0.59446,0.47078,1.16146,4.07515,1.68855,0.01881,0,0.00129352,0.00129352,0.00129352
32,100.901,1.08846,1.45009,1.53224,0.00812,0.35303,0.97185,0.54803,0.63665,0.45673,0.97173,0.54568,0.63081,0.49713,1.13128,2.8496,1.61452,0.01828,0,0.00131689,0.00131689,0.00131689
33,103.733,1.14817,1.47032,1.47754,0.00785,0.34987,0.89454,0.53861,0.61894,0.46173,0.89454,0.53861,0.61916,0.46564,1.16664,3.74909,1.60775,0.0178,0,0.00133907,0.00133907,0.00133907
34,106.548,1.13271,1.59787,1.41749,0.00881,0.32771,0.94191,0.5873,0.64766,0.49564,0.94191,0.5873,0.6569,0.5013,1.08433,5.56397,1.40565,0.01718,0,0.0013466,0.0013466,0.0013466
35,109.376,1.04032,1.27237,1.3798,0.00833,0.34841,0.94359,0.55556,0.63712,0.43281,0.94359,0.55556,0.63758,0.51883,1.3991,4.63734,1.41283,0.02414,0,0.0013268,0.0013268,0.0013268
36,112.201,1.19727,1.44329,1.37404,0.00969,0.36913,0.9034,0.57143,0.63194,0.45873,0.9034,0.57143,0.63263,0.48527,1.21236,3.52845,1.36467,0.01833,0,0.001307,0.001307,0.001307
37,115.027,1.14827,1.49914,1.30079,0.00831,0.35517,0.85096,0.52381,0.60473,0.44435,0.85096,0.52381,0.60637,0.46177,1.20699,3.36945,1.40132,0.02168,0,0.0012872,0.0012872,0.0012872
38,117.849,1.19392,1.73244,1.35467,0.00863,0.38971,0.76227,0.55991,0.59283,0.42296,0.81699,0.56696,0.61351,0.47278,1.28766,5.2209,1.44196,0.02453,0,0.0012674,0.0012674,0.0012674
39,120.652,1.10931,1.7565,1.35608,0.0093,0.38754,0.81014,0.5419,0.61709,0.47988,0.87327,0.49206,0.62706,0.47515,1.05421,6.41179,1.23962,0.01407,0,0.0012476,0.0012476,0.0012476
40,123.466,1.15434,1.69851,1.28376,0.0072,0.33682,0.89877,0.56382,0.64532,0.47817,0.89877,0.56382,0.65127,0.52125,1.18367,5.72133,1.08614,0.02293,0,0.0012278,0.0012278,0.0012278
41,126.286,1.09344,1.53353,1.20243,0.00735,0.33823,0.94183,0.5873,0.65685,0.50584,0.94183,0.5873,0.65303,0.52379,1.0847,3.01,0.86659,0.01704,0,0.001208,0.001208,0.001208
42,129.096,1.14643,1.61344,1.14543,0.00781,0.31123,0.97213,0.55368,0.65329,0.47583,0.97213,0.55368,0.63327,0.50227,1.23316,2.58395,0.93051,0.02114,0,0.0011882,0.0011882,0.0011882
43,131.905,0.97011,1.41642,1.09764,0.00721,0.30965,0.94971,0.59956,0.6519,0.48198,0.94971,0.59956,0.63265,0.50683,1.14074,2.75092,0.88063,0.02036,0,0.0011684,0.0011684,0.0011684
44,134.706,1.13515,1.58746,1.1057,0.00775,0.31262,0.88802,0.5873,0.65439,0.47303,0.88802,0.5873,0.66582,0.49722,1.18793,2.60479,0.80658,0.01962,0,0.0011486,0.0011486,0.0011486
45,137.497,1.08269,1.68554,1.11574,0.0076,0.32537,0.87733,0.5873,0.64949,0.46388,0.87733,0.5873,0.656,0.4894,1.25605,2.55887,0.78451,0.02569,0,0.0011288,0.0011288,0.0011288
46,140.297,1.06407,1.15416,1.04963,0.00833,0.36736,0.92034,0.55026,0.63901,0.48053,0.92034,0.55026,0.65247,0.45887,1.10188,2.4652,0.79695,0.01548,0,0.001109,0.001109,0.001109
47,143.125,0.92839,1.56032,0.95828,0.00708,0.33242,0.92451,0.58326,0.64883,0.48467,0.92451,0.58326,0.65923,0.49422,1.11105,1.88946,0.69856,0.01812,0,0.0010892,0.0010892,0.0010892
48,145.918,1.01899,1.41048,0.98593,0.00723,0.33361,0.96074,0.60317,0.66266,0.49463,0.96074,0.60317,0.6754,0.52019,1.1666,2.19407,0.66612,0.01945,0,0.0010694,0.0010694,0.0010694
49,148.729,1.01566,1.40827,0.91202,0.00677,0.34604,0.86109,0.61905,0.64468,0.49036,0.90231,0.57143,0.65246,0.49431,1.06955,2.79198,0.78959,0.01437,0,0.0010496,0.0010496,0.0010496
50,151.509,0.97714,1.47587,0.9537,0.00648,0.30704,0.87799,0.57143,0.64307,0.48036,0.87799,0.57143,0.65052,0.49427,1.14652,2.34804,0.7922,0.01872,0,0.0010298,0.0010298,0.0010298
51,154.306,0.97598,1.34279,0.97973,0.0065,0.3958,0.82122,0.61905,0.65058,0.48517,0.82122,0.61905,0.65873,0.47357,1.14974,2.76245,0.75997,0.01926,0,0.00101,0.00101,0.00101
52,157.099,0.92276,1.21863,0.86284,0.00629,0.34868,0.93014,0.63403,0.6519,0.4846,0.93014,0.63403,0.67111,0.48592,1.11622,2.8415,0.66766,0.01701,0,0.0009902,0.0009902,0.0009902
53,159.897,1.09756,1.49152,0.99679,0.00665,0.30729,0.94257,0.5873,0.65951,0.4668,0.94257,0.5873,0.67304,0.46597,1.19129,3.50996,0.86773,0.018,0,0.0009704,0.0009704,0.0009704
54,162.71,1.01686,1.63451,0.92594,0.00729,0.29169,0.82389,0.59414,0.64518,0.46357,0.82389,0.59414,0.65953,0.47729,1.17542,2.46353,0.93792,0.01625,0,0.0009506,0.0009506,0.0009506
55,165.499,0.98725,1.21625,0.94967,0.00678,0.35901,0.84436,0.61905,0.65743,0.51733,0.85535,0.61905,0.66119,0.48812,1.04991,1.75793,0.76058,0.01717,0,0.0009308,0.0009308,0.0009308
56,168.301,0.97523,1.46732,0.86711,0.00627,0.27042,0.90413,0.60317,0.65057,0.46718,0.90413,0.60317,0.64746,0.51176,1.22864,1.87868,0.80786,0.01807,0,0.000911,0.000911,0.000911
57,171.086,0.90583,1.30102,0.77248,0.00615,0.30318,0.94765,0.61905,0.65913,0.51757,0.94765,0.61905,0.64681,0.52797,1.01544,1.97667,0.69698,0.01524,0,0.0008912,0.0008912,0.0008912
58,173.889,0.93117,1.26333,0.75701,0.00639,0.27871,0.99819,0.61905,0.67178,0.53268,0.99819,0.61905,0.66153,0.52833,1.02363,2.66434,0.70193,0.01313,0,0.0008714,0.0008714,0.0008714
59,176.69,1.02744,1.40197,0.87993,0.00638,0.28672,0.87138,0.66667,0.67653,0.52462,0.96518,0.60317,0.67323,0.54823,1.06047,2.4293,0.58875,0.01759,0,0.0008516,0.0008516,0.0008516
60,179.501,0.97707,1.50907,0.83072,0.00658,0.25723,0.91096,0.64957,0.66833,0.53313,0.91096,0.64957,0.67794,0.55123,0.97036,2.25836,0.54972,0.01465,0,0.0008318,0.0008318,0.0008318
61,182.311,1.09799,1.54173,0.94259,0.00656,0.32212,0.86842,0.63492,0.6531,0.5213,0.90414,0.59893,0.65405,0.54002,1.0137,2.16984,0.63072,0.01576,0,0.000812,0.000812,0.000812
62,185.092,1.01482,1.53233,0.81667,0.00573,0.25721,0.77781,0.6113,0.63153,0.49786,0.9433,0.52381,0.63394,0.51199,0.98534,2.29774,0.8375,0.0151,0,0.0007922,0.0007922,0.0007922
63,187.909,0.90811,1.21148,0.83696,0.00638,0.26963,1,0.56592,0.65106,0.54908,1,0.56592,0.64853,0.53551,0.85967,3.10112,0.72406,0.01142,0,0.0007724,0.0007724,0.0007724
64,190.723,0.8828,1.21366,0.78104,0.00597,0.29723,0.9652,0.57143,0.66295,0.54942,0.9652,0.57143,0.67531,0.54526,0.94522,3.12919,0.61513,0.01209,0,0.0007526,0.0007526,0.0007526
65,193.549,0.94844,1.32193,0.78005,0.00614,0.33435,0.97402,0.5951,0.66864,0.52915,0.94742,0.57205,0.66796,0.54654,0.99145,3.31236,0.5861,0.01271,0,0.0007328,0.0007328,0.0007328
66,196.378,0.9287,1.18805,0.77809,0.00571,0.25856,0.94926,0.63492,0.67068,0.53363,0.94926,0.63492,0.67997,0.53814,0.96625,3.24117,0.61224,0.01224,0,0.000713,0.000713,0.000713
67,199.174,0.85319,1.18234,0.73593,0.00568,0.28056,0.95099,0.63492,0.67144,0.53009,0.91931,0.61905,0.6725,0.52812,1.04469,3.01901,0.6493,0.01644,0,0.0006932,0.0006932,0.0006932
68,201.965,0.83954,1.18248,0.68155,0.00486,0.282,0.94523,0.65079,0.66733,0.54163,0.94523,0.65079,0.68091,0.54709,0.93273,2.93245,0.61721,0.01258,0,0.0006734,0.0006734,0.0006734
69,204.75,0.85461,1.14994,0.70686,0.00587,0.22164,0.97555,0.63492,0.66889,0.53882,0.97555,0.63492,0.67961,0.53498,0.98115,2.91248,0.5762,0.01481,0,0.0006536,0.0006536,0.0006536
70,207.549,0.88095,1.43049,0.66661,0.00529,0.24696,0.97546,0.63102,0.66612,0.54703,0.95094,0.6154,0.65858,0.53848,0.91967,2.93875,0.53705,0.01201,0,0.0006338,0.0006338,0.0006338
71,210.35,0.94408,1.28937,0.73359,0.00586,0.27905,0.98186,0.61905,0.66194,0.54628,0.98186,0.61905,0.67498,0.54158,0.88469,3.11739,0.52473,0.012,0,0.000614,0.000614,0.000614
72,213.146,0.88153,1.3002,0.71796,0.00566,0.28105,1,0.61888,0.66379,0.53079,1,0.61888,0.67808,0.51239,1.04796,3.12267,0.55192,0.01827,0,0.0005942,0.0005942,0.0005942
73,215.924,0.9275,1.3555,0.71102,0.00569,0.27677,0.92686,0.65079,0.66612,0.54667,0.92686,0.65079,0.67742,0.52309,0.96418,3.18171,0.55466,0.01267,0,0.0005744,0.0005744,0.0005744
74,218.707,0.88978,1.35084,0.71681,0.00501,0.21941,0.95246,0.6361,0.66774,0.53514,0.95246,0.6361,0.68444,0.51638,0.97718,2.65833,0.59805,0.01209,0,0.0005546,0.0005546,0.0005546
75,221.488,0.85746,1.16994,0.73723,0.00485,0.26574,0.95259,0.63795,0.67002,0.53259,0.95259,0.63795,0.67799,0.51953,1.07469,2.64122,0.63308,0.01495,0,0.0005348,0.0005348,0.0005348
76,224.291,0.89327,1.25853,0.6805,0.00508,0.26488,0.88288,0.65079,0.66747,0.55669,0.88288,0.65079,0.67623,0.54345,0.92233,2.6973,0.57225,0.01105,0,0.000515,0.000515,0.000515
77,227.041,0.85601,1.34031,0.69284,0.00546,0.23621,0.98792,0.5873,0.6656,0.54815,0.98792,0.5873,0.68304,0.52535,0.97505,2.72258,0.57462,0.01284,0,0.0004952,0.0004952,0.0004952
78,229.784,0.87377,1.3508,0.69172,0.00526,0.21877,0.9299,0.63172,0.6653,0.56022,0.9299,0.63172,0.67547,0.52119,0.94356,2.77767,0.55076,0.01328,0,0.0004754,0.0004754,0.0004754
79,232.53,0.86361,1.15045,0.67607,0.00543,0.25732,0.92756,0.65079,0.66733,0.55773,0.92756,0.65079,0.67659,0.53267,0.85858,2.7066,0.58114,0.01073,0,0.0004556,0.0004556,0.0004556
80,235.264,0.87754,1.1591,0.6733,0.00486,0.24075,0.90018,0.61905,0.65984,0.55128,0.90018,0.61905,0.66954,0.52124,0.90186,2.77019,0.62367,0.01204,0,0.0004358,0.0004358,0.0004358
81,238.004,0.73803,1.07646,0.61562,0.004,0.21625,0.97483,0.61477,0.66323,0.54892,0.97483,0.61477,0.66623,0.51698,0.9216,2.99755,0.60928,0.01308,0,0.000416,0.000416,0.000416
82,240.75,0.85327,1.25225,0.7213,0.00529,0.30828,0.94688,0.60317,0.65736,0.54823,0.94688,0.60317,0.6589,0.52297,0.90315,3.10202,0.5997,0.01112,0,0.0003962,0.0003962,0.0003962
83,243.488,0.84255,1.30818,0.65712,0.00501,0.24702,0.92532,0.61905,0.65773,0.55013,0.92532,0.61905,0.66271,0.53122,0.90974,2.92035,0.58201,0.01198,0,0.0003764,0.0003764,0.0003764
84,246.233,0.85047,1.21212,0.6923,0.00474,0.28803,0.92919,0.62494,0.66377,0.55475,0.92919,0.62494,0.67428,0.53772,0.94815,2.62936,0.56741,0.01369,0,0.0003566,0.0003566,0.0003566
85,248.972,0.77436,1.1971,0.66773,0.00435,0.24465,0.94676,0.61905,0.65812,0.56549,0.94676,0.61905,0.66778,0.53666,0.86064,2.51418,0.54149,0.01017,0,0.0003368,0.0003368,0.0003368
86,251.73,0.71151,1.06482,0.61854,0.00474,0.29327,0.93125,0.6451,0.66484,0.55214,0.93125,0.6451,0.67787,0.54065,0.93502,2.46883,0.54036,0.01239,0,0.000317,0.000317,0.000317
87,254.483,0.86544,1.12204,0.72252,0.00446,0.24922,0.95992,0.60317,0.66239,0.56447,0.95992,0.60317,0.67535,0.54657,0.88147,2.48576,0.54079,0.01038,0,0.0002972,0.0002972,0.0002972
88,257.239,0.80668,1.22459,0.61104,0.00461,0.25915,0.94802,0.63492,0.66531,0.56755,0.94802,0.63492,0.67858,0.5542,0.86714,2.5723,0.53112,0.01069,0,0.0002774,0.0002774,0.0002774
89,259.993,0.77315,1.43484,0.68419,0.00385,0.28764,0.91589,0.61905,0.66487,0.56025,0.91589,0.61905,0.68095,0.5496,0.90761,2.69303,0.55362,0.01159,0,0.0002576,0.0002576,0.0002576
90,262.733,0.78443,1.13897,0.64118,0.00495,0.23447,0.91908,0.63492,0.66529,0.56136,0.91908,0.63492,0.67788,0.54733,0.89147,2.80988,0.54273,0.01121,0,0.0002378,0.0002378,0.0002378
91,285.082,0.83086,1.49067,0.77092,0.006,0.20653,0.91776,0.63492,0.66739,0.54174,0.91776,0.63492,0.67963,0.53689,0.95409,2.75094,0.52957,0.01364,0,0.000218,0.000218,0.000218
92,287.938,0.82311,1.19571,0.73192,0.00527,0.18562,1,0.60185,0.66689,0.53085,1,0.60185,0.67857,0.53756,1.00636,2.66206,0.53454,0.01407,0,0.0001982,0.0001982,0.0001982
93,290.637,0.87429,1.59216,0.73706,0.00639,0.19531,0.98938,0.60317,0.66766,0.53912,0.98938,0.60317,0.67831,0.54274,0.93969,2.5528,0.53198,0.01242,0,0.0001784,0.0001784,0.0001784
94,293.314,0.80283,1.41164,0.7169,0.00482,0.17414,0.95074,0.6128,0.67289,0.55371,0.95074,0.6128,0.6803,0.53464,0.86452,2.46137,0.52576,0.01082,0,0.0001586,0.0001586,0.0001586
95,295.967,0.80542,1.41071,0.75909,0.00441,0.18863,0.97709,0.63492,0.67136,0.56343,0.97709,0.63492,0.68234,0.54039,0.83227,2.37502,0.54463,0.01025,0,0.0001388,0.0001388,0.0001388
96,298.706,0.85353,1.30177,0.66585,0.00493,0.16982,0.97503,0.61987,0.67093,0.56226,0.97503,0.61987,0.68162,0.54086,0.85269,2.30996,0.54765,0.0104,0,0.000119,0.000119,0.000119
97,301.427,0.79618,1.06256,0.64576,0.00513,0.18573,0.97537,0.62859,0.66931,0.55384,0.97537,0.62859,0.67981,0.53842,0.82581,2.32399,0.54266,0.00958,0,9.92e-05,9.92e-05,9.92e-05
98,304.16,0.79898,1.50157,0.66254,0.00492,0.17503,0.95874,0.63492,0.66883,0.55461,0.95874,0.63492,0.67928,0.53767,0.81516,2.36135,0.53565,0.00964,0,7.94e-05,7.94e-05,7.94e-05
99,306.914,0.75466,1.22813,0.68817,0.00425,0.17392,0.95872,0.63492,0.66893,0.55949,0.95872,0.63492,0.67904,0.53951,0.82057,2.42612,0.52677,0.00977,0,5.96e-05,5.96e-05,5.96e-05
100,309.603,0.81655,1.5981,0.64389,0.00399,0.18191,0.96402,0.63492,0.66883,0.56195,0.96402,0.63492,0.67888,0.54374,0.82894,2.47044,0.54137,0.00989,0,3.98e-05,3.98e-05,3.98e-05
