epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
45,190.018,0.67752,0.946,0.754,0.00514,0.32114,0.88946,0.91451,0.96116,0.76588,0.88946,0.91451,0.96116,0.73676,0.69876,1.02561,0.52206,0.00803,0,0.0011288,0.0011288,0.0011288
46,193.221,0.68156,0.93002,0.7075,0.0048,0.32442,0.9661,0.95455,0.98826,0.81544,0.9661,0.95455,0.98826,0.74516,0.65158,1.15365,0.35606,0.00725,0,0.001109,0.001109,0.001109
47,196.52,0.64866,0.92267,0.68429,0.0046,0.33311,0.96626,0.88636,0.98157,0.81482,0.96626,0.88636,0.98157,0.7534,0.64606,1.08742,0.39477,0.00788,0,0.0010892,0.0010892,0.0010892
48,199.734,0.63833,0.90881,0.68471,0.00469,0.30072,0.90876,0.90557,0.96942,0.8241,0.90876,0.90557,0.96942,0.75129,0.60328,1.05772,0.49207,0.00728,0,0.0010694,0.0010694,0.0010694
49,202.902,0.6096,0.86015,0.5753,0.00482,0.26493,0.97966,0.90909,0.9848,0.81778,0.97966,0.90909,0.9848,0.77661,0.68209,1.00602,0.3874,0.008,0,0.0010496,0.0010496,0.0010496
50,206.054,0.66219,0.89263,0.60751,0.00486,0.32423,0.97292,0.97727,0.99118,0.8481,0.97292,0.97727,0.99118,0.79231,0.57906,0.95064,0.29355,0.00651,0,0.0010298,0.0010298,0.0010298
51,209.205,0.66733,0.87937,0.61778,0.005,0.27619,0.97553,0.97727,0.99333,0.82876,0.97553,0.97727,0.99333,0.7813,0.62663,0.9637,0.31532,0.00728,0,0.00101,0.00101,0.00101
52,212.397,0.63928,0.89973,0.59546,0.00452,0.28121,0.95745,0.97727,0.99254,0.84649,0.95745,0.97727,0.99254,0.79727,0.57267,0.93571,0.29152,0.00631,0,0.0009902,0.0009902,0.0009902
53,215.637,0.59984,0.85607,0.52218,0.00434,0.26811,1,0.96968,0.99413,0.85565,1,0.96968,0.99413,0.7944,0.56528,0.94343,0.28586,0.00633,0,0.0009704,0.0009704,0.0009704
54,218.892,0.59363,0.91287,0.59101,0.00439,0.29812,0.99468,0.95455,0.99368,0.85805,0.99468,0.95455,0.99368,0.80021,0.5702,0.88146,0.24809,0.00655,0,0.0009506,0.0009506,0.0009506
55,222.2,0.61216,0.84904,0.5328,0.00435,0.27254,0.99462,0.95455,0.99171,0.85195,0.99462,0.95455,0.99171,0.79853,0.60672,0.8805,0.26067,0.00691,0,0.0009308,0.0009308,0.0009308
56,225.498,0.57953,0.87995,0.51593,0.00425,0.28419,1,0.94537,0.98836,0.87064,1,0.94537,0.98836,0.79685,0.50461,0.88651,0.28161,0.00584,0,0.000911,0.000911,0.000911
57,228.774,0.60779,0.84867,0.51417,0.00434,0.26854,0.95441,0.95167,0.98837,0.87565,0.95441,0.95167,0.98837,0.77985,0.4959,0.89826,0.26374,0.00579,0,0.0008912,0.0008912,0.0008912
58,232.075,0.60136,0.88941,0.51701,0.00392,0.26887,0.96425,0.97727,0.99101,0.85261,0.96425,0.97727,0.99101,0.77571,0.53778,0.92862,0.29216,0.00645,0,0.0008714,0.0008714,0.0008714
59,235.35,0.63084,0.90245,0.54347,0.00444,0.30685,0.93018,0.97727,0.98953,0.83083,0.93018,0.97727,0.98953,0.78627,0.61692,0.86121,0.28732,0.00788,0,0.0008516,0.0008516,0.0008516
60,238.592,0.61413,0.83129,0.4934,0.00444,0.25391,1,0.92739,0.98839,0.86749,1,0.92739,0.98839,0.79274,0.49242,0.90283,0.26057,0.00601,0,0.0008318,0.0008318,0.0008318
61,241.605,0.56488,0.84569,0.47224,0.00435,0.26924,0.97724,0.97595,0.99254,0.86067,0.97724,0.97595,0.99254,0.80503,0.54538,0.85044,0.24402,0.00641,0,0.000812,0.000812,0.000812
62,244.68,0.57033,0.8995,0.44325,0.00435,0.28382,0.99597,0.97727,0.99413,0.86131,0.99597,0.97727,0.99413,0.8215,0.55404,0.82919,0.22444,0.00622,0,0.0007922,0.0007922,0.0007922
63,247.799,0.55944,0.84284,0.41879,0.00434,0.28044,0.99514,0.97727,0.99413,0.86207,0.99514,0.97727,0.99413,0.82529,0.52802,0.83486,0.22688,0.00639,0,0.0007724,0.0007724,0.0007724
64,250.914,0.57915,0.81275,0.46404,0.00398,0.27911,0.97006,0.95455,0.98998,0.86516,0.97006,0.95455,0.98998,0.80387,0.49962,0.84881,0.23022,0.00615,0,0.0007526,0.0007526,0.0007526
65,254.016,0.53563,0.83489,0.39225,0.00387,0.24828,1,0.97052,0.9926,0.90697,1,0.97052,0.9926,0.81762,0.46645,0.8494,0.20752,0.00564,0,0.0007328,0.0007328,0.0007328
66,257.201,0.48943,0.79066,0.38996,0.0036,0.2389,0.99514,0.97727,0.99296,0.85291,0.99514,0.97727,0.99296,0.80971,0.56637,0.8465,0.22352,0.00672,0,0.000713,0.000713,0.000713
67,260.299,0.5262,0.84807,0.38768,0.004,0.28345,1,0.99691,0.995,0.8816,1,0.99691,0.995,0.80041,0.4921,0.86883,0.19256,0.0056,0,0.0006932,0.0006932,0.0006932
68,263.375,0.53128,0.84678,0.45731,0.00388,0.30027,0.99098,1,0.995,0.86288,0.99098,1,0.995,0.81428,0.54565,0.88272,0.21111,0.0065,0,0.0006734,0.0006734,0.0006734
69,266.433,0.51228,0.83333,0.40589,0.00398,0.25843,0.99737,1,0.995,0.87178,0.99737,1,0.995,0.80637,0.5203,0.8923,0.20776,0.00624,0,0.0006536,0.0006536,0.0006536
70,269.493,0.5262,0.83997,0.43769,0.00357,0.25973,0.95623,0.9932,0.9928,0.8755,0.95623,0.9932,0.9928,0.79563,0.51037,0.93145,0.2079,0.00595,0,0.0006338,0.0006338,0.0006338
71,272.646,0.58877,0.85501,0.41401,0.00415,0.29109,0.97597,0.97727,0.99368,0.89309,0.97597,0.97727,0.99368,0.8014,0.45372,0.88182,0.20005,0.0055,0,0.000614,0.000614,0.000614
72,275.681,0.56283,0.85916,0.39713,0.00411,0.28467,0.98692,1,0.995,0.89345,0.98692,1,0.995,0.82153,0.48006,0.81028,0.18686,0.00558,0,0.0005942,0.0005942,0.0005942
73,278.785,0.54946,0.80409,0.38537,0.00372,0.24947,1,0.99646,0.995,0.89025,1,0.99646,0.995,0.82218,0.48014,0.82499,0.19138,0.00559,0,0.0005744,0.0005744,0.0005744
74,281.819,0.55665,0.84287,0.39108,0.0039,0.24348,0.99734,0.97727,0.99456,0.90679,0.99734,0.97727,0.99456,0.82816,0.45332,0.81918,0.16853,0.0055,0,0.0005546,0.0005546,0.0005546
75,284.877,0.56023,0.85276,0.43086,0.00377,0.27768,0.97659,1,0.99411,0.89155,0.97659,1,0.99411,0.83019,0.49831,0.82524,0.17399,0.00582,0,0.0005348,0.0005348,0.0005348
76,287.961,0.52451,0.78293,0.36407,0.00396,0.26073,1,0.97148,0.99372,0.90243,1,0.97148,0.99372,0.82725,0.4526,0.83924,0.18303,0.00543,0,0.000515,0.000515,0.000515
77,291.1,0.49937,0.81231,0.36048,0.0039,0.26722,0.97177,1,0.99411,0.91435,0.97177,1,0.99411,0.82125,0.43723,0.83476,0.16935,0.00532,0,0.0004952,0.0004952,0.0004952
78,294.182,0.55795,0.81031,0.38501,0.0041,0.25218,0.95472,1,0.99368,0.86708,0.95472,1,0.99368,0.81808,0.5268,0.83578,0.18459,0.00588,0,0.0004754,0.0004754,0.0004754
79,297.235,0.5389,0.81646,0.37717,0.00372,0.24058,0.99608,0.97727,0.99456,0.90886,0.99608,0.97727,0.99456,0.82824,0.45309,0.8194,0.15471,0.00547,0,0.0004556,0.0004556,0.0004556
80,300.303,0.4772,0.77628,0.34513,0.00366,0.25128,0.99678,1,0.995,0.90786,0.99678,1,0.995,0.8312,0.47057,0.79905,0.15227,0.00585,0,0.0004358,0.0004358,0.0004358
81,303.446,0.52982,0.79256,0.37647,0.00367,0.26548,0.99826,1,0.995,0.91716,0.99826,1,0.995,0.82264,0.44035,0.80577,0.14329,0.00511,0,0.000416,0.000416,0.000416
82,306.625,0.52647,0.75729,0.37195,0.00365,0.24703,0.99814,0.97727,0.99456,0.91863,0.99814,0.97727,0.99456,0.82204,0.40015,0.8103,0.15104,0.00479,0,0.0003962,0.0003962,0.0003962
83,309.782,0.50115,0.74288,0.3343,0.00345,0.25971,1,0.9951,0.995,0.91148,1,0.9951,0.995,0.82805,0.45987,0.7881,0.16565,0.00549,0,0.0003764,0.0003764,0.0003764
84,312.923,0.49082,0.76479,0.31524,0.00355,0.23228,0.97393,1,0.99367,0.9055,0.97393,1,0.99367,0.81865,0.43819,0.78356,0.19233,0.00507,0,0.0003566,0.0003566,0.0003566
85,316.078,0.50302,0.78481,0.36366,0.00346,0.23741,1,0.99018,0.995,0.89038,1,0.99018,0.995,0.81906,0.43279,0.78415,0.17013,0.00512,0,0.0003368,0.0003368,0.0003368
86,319.233,0.51123,0.7861,0.40004,0.00375,0.26507,0.99758,1,0.995,0.91323,0.99758,1,0.995,0.81969,0.42409,0.78816,0.16281,0.00511,0,0.000317,0.000317,0.000317
87,322.348,0.5348,0.81301,0.33737,0.00371,0.24167,0.99708,1,0.995,0.91121,0.99708,1,0.995,0.82008,0.44754,0.80211,0.16182,0.00546,0,0.0002972,0.0002972,0.0002972
88,325.431,0.46228,0.77191,0.33863,0.00329,0.22491,0.99799,1,0.995,0.91591,0.99799,1,0.995,0.82205,0.4194,0.81105,0.14316,0.00496,0,0.0002774,0.0002774,0.0002774
89,328.503,0.47981,0.76451,0.32141,0.00336,0.25326,0.9981,1,0.995,0.90934,0.9981,1,0.995,0.82466,0.42392,0.79741,0.14185,0.00513,0,0.0002576,0.0002576,0.0002576
90,331.575,0.42877,0.72167,0.34179,0.00304,0.23059,0.99736,1,0.995,0.91054,0.99736,1,0.995,0.82404,0.42062,0.7915,0.14358,0.00507,0,0.0002378,0.0002378,0.0002378
91,356.816,0.37337,0.72298,0.34771,0.00382,0.23637,0.99645,1,0.995,0.90288,0.99645,1,0.995,0.8194,0.43645,0.78982,0.14991,0.00518,0,0.000218,0.000218,0.000218
92,359.865,0.37963,0.6892,0.29552,0.00388,0.21451,0.9986,1,0.995,0.8932,0.9986,1,0.995,0.83008,0.4538,0.79386,0.15251,0.00528,0,0.0001982,0.0001982,0.0001982
93,362.919,0.35987,0.69077,0.30184,0.00383,0.21205,0.99942,1,0.995,0.88652,0.99942,1,0.995,0.81857,0.45982,0.80086,0.15371,0.00542,0,0.0001784,0.0001784,0.0001784
94,366.003,0.33353,0.67374,0.29235,0.00351,0.19933,0.99902,1,0.995,0.90218,0.99902,1,0.995,0.82285,0.43214,0.80315,0.14469,0.0052,0,0.0001586,0.0001586,0.0001586
95,369.083,0.36349,0.70096,0.29732,0.00343,0.21422,0.99867,1,0.995,0.89888,0.99867,1,0.995,0.81997,0.43712,0.8034,0.1405,0.00528,0,0.0001388,0.0001388,0.0001388
96,372.135,0.34244,0.67048,0.28956,0.00366,0.20568,0.9984,1,0.995,0.90533,0.9984,1,0.995,0.81599,0.42336,0.79841,0.13417,0.00515,0,0.000119,0.000119,0.000119
97,375.168,0.32573,0.67102,0.2973,0.00331,0.20128,0.99839,1,0.995,0.90339,0.99839,1,0.995,0.81907,0.42113,0.79681,0.13225,0.00507,0,9.92e-05,9.92e-05,9.92e-05
98,378.278,0.31332,0.67349,0.26609,0.00323,0.19686,0.99834,1,0.995,0.9015,0.99834,1,0.995,0.81538,0.43448,0.79799,0.13497,0.00523,0,7.94e-05,7.94e-05,7.94e-05
99,381.478,0.33168,0.70257,0.26268,0.00335,0.20374,0.99831,1,0.995,0.90361,0.99831,1,0.995,0.81408,0.43122,0.79976,0.13366,0.00515,0,5.96e-05,5.96e-05,5.96e-05
100,384.518,0.3354,0.68385,0.29363,0.00337,0.20616,0.99838,1,0.995,0.90336,0.99838,1,0.995,0.8178,0.41947,0.80184,0.13126,0.00504,0,3.98e-05,3.98e-05,3.98e-05
